estado_civil;estado_credito;antiguedad_empleado;edad;pct_ingreso;ingresos;antiguedad_cliente;limite_credito_tc;gastos_ult_12m;operaciones_ult_12m;importe_solicitado;duracion_credito;situacion_vivienda;objetivo_credito;falta_pago;estado_cliente;genero;nivel_educativo;personas_a_cargo;completitud_fila;estado_civil_ok;estado_cliente_ok;genero_ok;nivel_educativo_ok;nivel_tarjeta_ok
D;P;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;3k_a_5k;8k_a_10k;50_a_75;9500;3;ALQUILER;SALUD;N;PASIVO;M;DESCONOCIDO;2.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;20_a_40;50k_a_100k;menor_2y;mayor_10k;8k_a_10k;75_a_100;17000;2;HIPOTECA;MEJORAS_HOGAR;N;PASIVO;M;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
S;C;5_a_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;1k_a_4k;50_a_75;4400;2;PROPIA;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;20_a_40;20k_a_50k;menor_2y;3k_a_5k;4k_a_6k;75_a_100;7500;3;ALQUILER;SALUD;Y;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
N;C;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;4k_a_6k;50_a_75;10000;4;HIPOTECA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;mayor_100k;2y_a_4y;5k_a_10k;4k_a_6k;75_a_100;5000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;4k_a_6k;75_a_100;6000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;hasta_20;mayor_100k;menor_2y;5k_a_10k;1k_a_4k;30_a_50;18000;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;3500;4;ALQUILER;EDUCACIÓN;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;16000;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
N;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;1k_a_4k;30_a_50;3500;4;ALQUILER;EDUCACIÓN;N;PASIVO;M;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
S;P;menor_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;8500;4;ALQUILER;INVERSIONES;Y;PASIVO;F;DESCONOCIDO;2.0;0.0;True;True;True;True;True
C;C;mayor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;7200;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;4.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;3k_a_5k;mayor_10k;75_a_100;8000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;3k_a_5k;1k_a_4k;50_a_75;9000;4;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;50k_a_100k;menor_2y;mayor_10k;1k_a_4k;30_a_50;23575;4;ALQUILER;PERSONAL;N;ACTIVO;F;POSGRADO_COMPLETO;5.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;5000;4;ALQUILER;INVERSIONES;N;PASIVO;F;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;mayor_10k;mayor_100;8950;4;HIPOTECA;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;3k_a_5k;1k_a_4k;75_a_100;3500;3;HIPOTECA;PERSONAL;Y;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;mayor_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;7000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;hasta_20k;2y_a_4y;5k_a_10k;1k_a_4k;30_a_50;4000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0;0.0;True;True;True;True;True
D;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;1k_a_4k;50_a_75;4850;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;20k_a_50k;menor_2y;mayor_10k;4k_a_6k;50_a_75;4000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;5000;3;ALQUILER;PAGO_DEUDAS;Y;PASIVO;M;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
N;C;menor_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;12000;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;4k_a_6k;75_a_100;6400;4;ALQUILER;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;2.0;0.0;True;True;True;True;True
N;P;5_a_10;menor_25;40_a_60;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;23975;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;POSGRADO_INCOMPLETO;2.0;0.0;True;True;True;True;True
N;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;3k_a_5k;1k_a_4k;50_a_75;4000;2;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;4.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;20_a_40;20k_a_50k;mayor_4y;mayor_10k;8k_a_10k;50_a_75;9000;4;ALQUILER;PERSONAL;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;mayor_100k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;3000;2;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;mayor_4y;menor_3k;1k_a_4k;30_a_50;3000;4;ALQUILER;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;0.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;6500;4;ALQUILER;PAGO_DEUDAS;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;4000;3;ALQUILER;INVERSIONES;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
D;P;menor_10;menor_25;20_a_40;hasta_20k;2y_a_4y;5k_a_10k;mayor_10k;mayor_100;5000;4;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0;0.0;True;True;True;True;True
S;P;5_a_10;menor_25;40_a_60;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;13250;3;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;P;5_a_10;25_a_30;20_a_40;20k_a_50k;menor_2y;5k_a_10k;mayor_10k;mayor_100;9000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;5.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;21600;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;mayor_10k;mayor_100;12000;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;4000;2;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;5.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;4000;2;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;3000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;4.0;0.0;True;True;True;True;True
S;P;5_a_10;25_a_30;20_a_40;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;20000;2;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;mayor_10k;mayor_100;9000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;75_a_100;6000;2;PROPIA;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;4.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;mayor_10k;4k_a_6k;50_a_75;4000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;0.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;6000;4;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
D;C;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;3k_a_5k;4k_a_6k;75_a_100;5500;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;8k_a_10k;50_a_75;9100;2;ALQUILER;SALUD;N;PASIVO;F;DESCONOCIDO;3.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;15_a_30;20000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;POSGRADO_COMPLETO;3.0;0.0;True;True;True;True;True
S;P;5_a_10;menor_25;40_a_60;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;24000;4;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
D;P;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;50_a_75;6000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;POSGRADO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;30_a_50;7125;2;ALQUILER;EDUCACIÓN;N;PASIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;4k_a_6k;75_a_100;3525;4;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;1.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;5k_a_10k;1k_a_4k;30_a_50;4000;2;HIPOTECA;EDUCACIÓN;Y;PASIVO;F;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
N;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;50_a_75;4500;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;POSGRADO_INCOMPLETO;3.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;mayor_10k;mayor_100;9500;4;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;mayor_100k;2y_a_4y;5k_a_10k;1k_a_4k;30_a_50;16800;4;ALQUILER;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;2.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;9000;3;ALQUILER;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
N;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;5500;4;HIPOTECA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
S;P;5_a_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;5k_a_10k;1k_a_4k;15_a_30;25000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;6000;4;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;9000;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;mayor_10k;mayor_100;5000;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;1.0;0.0;True;True;True;True;True
S;P;5_a_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;50_a_75;4200;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;mayor_4y;5k_a_10k;1k_a_4k;30_a_50;1200;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;POSGRADO_COMPLETO;0.0;0.0;True;True;True;True;True
S;P;5_a_10;25_a_30;hasta_20;50k_a_100k;menor_2y;3k_a_5k;8k_a_10k;50_a_75;8000;2;HIPOTECA;SALUD;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
N;C;5_a_10;25_a_30;hasta_20;50k_a_100k;menor_2y;3k_a_5k;1k_a_4k;30_a_50;6900;4;ALQUILER;INVERSIONES;N;PASIVO;F;SECUNDARIO_COMPLETO;5.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;50k_a_100k;mayor_4y;menor_3k;menor_1k;15_a_30;18000;4;ALQUILER;EDUCACIÓN;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;0.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;6200;3;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;3.0;0.0;True;True;True;True;True
N;C;mayor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;mayor_10k;75_a_100;4200;4;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;3000;3;ALQUILER;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
N;C;5_a_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;4k_a_6k;75_a_100;4800;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;20_a_40;hasta_20k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;4800;3;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;mayor_100k;2y_a_4y;3k_a_5k;1k_a_4k;75_a_100;5000;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;17000;4;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
S;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;mayor_10k;mayor_100;10800;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;8000;4;HIPOTECA;SALUD;N;ACTIVO;F;POSGRADO_INCOMPLETO;3.0;0.0;True;True;True;True;True
N;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;mayor_10k;mayor_100;8000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;5000;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;hasta_20;20k_a_50k;menor_2y;menor_3k;1k_a_4k;30_a_50;2400;3;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
N;C;5_a_10;25_a_30;40_a_60;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;20000;4;HIPOTECA;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;40_a_60;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;15_a_30;20000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;2.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;menor_3k;1k_a_4k;50_a_75;6600;3;ALQUILER;INVERSIONES;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;1k_a_4k;30_a_50;13600;2;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;18000;4;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;28000;4;ALQUILER;INVERSIONES;Y;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;6000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;POSGRADO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;hasta_20k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;700;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;3k_a_5k;4k_a_6k;75_a_100;7000;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;20k_a_50k;menor_2y;menor_3k;1k_a_4k;50_a_75;2000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;7400;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;5.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;3k_a_5k;1k_a_4k;30_a_50;4000;3;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;3000;3;ALQUILER;SALUD;N;ACTIVO;M;DESCONOCIDO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;25_a_30;20_a_40;20k_a_50k;2y_a_4y;5k_a_10k;1k_a_4k;50_a_75;7000;2;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;1k_a_4k;15_a_30;5000;2;HIPOTECA;SALUD;Y;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;3k_a_5k;4k_a_6k;50_a_75;5000;3;ALQUILER;SALUD;N;ACTIVO;F;POSGRADO_COMPLETO;3.0;0.0;True;True;True;True;True
C;P;menor_10;menor_25;40_a_60;20k_a_50k;2y_a_4y;mayor_10k;mayor_10k;75_a_100;9000;4;ALQUILER;INVERSIONES;N;ACTIVO;M;DESCONOCIDO;1.0;0.0;True;True;True;True;True
N;P;5_a_10;25_a_30;40_a_60;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;25000;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
D;C;menor_10;menor_25;hasta_20;hasta_20k;2y_a_4y;3k_a_5k;1k_a_4k;50_a_75;2850;4;ALQUILER;SALUD;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;4000;3;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;4.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;20_a_40;50k_a_100k;2y_a_4y;mayor_10k;1k_a_4k;50_a_75;11000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;mayor_10k;75_a_100;10000;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0;0.0;True;True;True;True;True
S;P;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;1k_a_4k;30_a_50;4800;2;ALQUILER;SALUD;Y;PASIVO;F;SECUNDARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;8k_a_10k;mayor_100;8000;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;20_a_40;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;50_a_75;10300;2;HIPOTECA;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0;0.0;True;True;True;True;True
C;C;menor_10;menor_25;hasta_20;mayor_100k;menor_2y;menor_3k;1k_a_4k;30_a_50;15000;3;ALQUILER;INVERSIONES;N;ACTIVO;M;POSGRADO_INCOMPLETO;1.0;0.0;True;True;True;True;True
C;C;menor_10;25_a_30;hasta_20;20k_a_50k;2y_a_4y;mayor_10k;menor_1k;15_a_30;1000;3;ALQUILER;SALUD;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;3.0;0.0;True;True;True;True;True
C;C;5_a_10;menor_25;hasta_20;50k_a_100k;2y_a_4y;5k_a_10k;4k_a_6k;75_a_100;4500;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;0.0;True;True;True;True;True
C;P;5_a_10;menor_25;40_a_60;50k_a_100k;mayor_4y;5k_a_10k;1k_a_4k;15_a_30;35000;4;ALQUILER;SALUD;Y;ACTIVO;M;DESCONOCIDO;1.0;0.0;True;True;True;True;True
S;C;menor_10;25_a_30;hasta_20;50k_a_100k;2y_a_4y;mayor_10k;6k_a_8k;75_a_100;10000;4;HIPOTECA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;0.0;0.0;True;True;True;True;True
S;C;menor_10;menor_25;hasta_20;20k_a_50k;2y_a_4y;menor_3k;4k_a_6k;75_a_100;3825;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0.0;True;True;True;True;True
